date,Y,ET,date_raw,DR007（无风险利率）,M2(货币供应量）,制造业PMI（制造业价格水平）,沪深300指数（市场收益率水平）,换手率:沪深300指数（市场波动情况）,标准普尔500指数（全球市场价格水平）,premium,mom_1w,OI,D_total_norm,D_star,M1_star,M2_star,Y_star
2025-05-15,-1.1616849263100435,0.2025622629035064,20250515.0,0.0142644893173868,-1.6990550608854622,0.2121610449221301,-0.9676465387888742,-1.0014686547603064,-1.2234627881146258,-0.1626,0.5349,0.551947224624607,0.4356351582581068,2.7008198583108225,4.526421444164722,3.871416271901384,3.174023102286304
2025-05-16,-0.6290250246459864,0.2025622629035064,20250516.0,1.333678192780645,-1.6990550608854622,0.2121610449221301,-1.0262049377114897,-1.2868032994126843,-1.0964795673807837,-0.1553,0.3637,0.2007218072382712,0.4499551787213923,2.8181509466862105,4.349849696783376,3.9574089761460836,3.3244660659011935
2025-05-19,-0.6286438272550632,0.2025622629035064,20250519.0,0.9129616885762398,-1.6990550608854622,0.2121610449221301,-1.0648127390994544,-1.5721379440650622,-1.0804879530929503,-0.059,-1.1664,0.6965960166384488,0.1677250098625048,0.5056980441583566,0.9581867699248728,1.4208262098394295,0.6660051181977086
2025-05-20,-0.5111178742921808,0.2025622629035064,20250520.0,0.7283138895087506,-1.6990550608854622,0.2121610449221301,-0.9968449011450978,-1.4770263958476029,-1.1513779827137265,0.1452,0.5991,0.6423335858092707,0.576267844948188,3.8530937836733825,7.180042525419005,5.169280157179443,5.501953018573483
2025-05-21,-0.5111545784590208,0.2025622629035064,20250521.0,0.5565213169586195,-1.6990550608854622,0.2121610449221301,-0.9379631538021466,-1.3819148476301435,-1.4450171071368594,0.1678,0.212,0.5739292502684761,0.4147317118204601,2.529547468888343,3.6755819777591037,3.37061492699482,2.8859272714540993
2025-05-22,-0.8475215734586364,0.2025622629035064,20250522.0,0.4992571261085766,-1.6990550608854622,0.2121610449221301,-0.9460791991525486,-1.429470621738873,-1.4529822790043605,-0.1971,1.2193,0.4868942289478968,0.2984764711364277,1.5770101485840777,2.083939130121624,2.412170146195651,1.329260329343133
2025-05-23,-0.9389973245064316,0.2025622629035064,20250523.0,0.7329885173332461,-1.6990550608854622,0.2121610449221301,-1.0482572999783175,-1.2392475253039543,-1.57304192726876,0.0882,0.5695,1.163586123816814,0.2148092400048289,0.8914826861621881,1.9574644942057253,2.3032184354042102,0.5281073093865668
2025-05-26,-1.344648992750478,0.2025622629035064,20250526.0,1.5335185322777385,-1.6990550608854622,0.2121610449221301,-1.1199113099244893,-1.3819148476301435,-1.57304192726876,0.0,-0.5015,0.0922913319347544,0.141281026821513,0.2890292678018732,0.010781345922680097,0.5937727213729046,0.0516868182022326
2025-05-27,-0.735343358829408,0.2025622629035064,20250527.0,1.1139706850294566,-1.6990550608854622,0.2121610449221301,-1.1868767677758083,-1.5721379440650622,-1.209339925688016,0.1344,-2.7451,-0.4069038396638,0.1016779308703343,-0.035458700836169796,-0.5762542627658064,-0.13717575079068822,-0.19176591400437515
2025-05-28,-0.3616915151856202,0.2025622629035064,20250528.0,0.969057222470162,-1.6990550608854622,0.2121610449221301,-1.197094577858386,-1.714805266391251,-1.3104057025760605,-0.1787,-1.9917,-0.2744371055128468,0.183242083549135,0.6328371881785251,0.09331919328364052,0.9713461340119331,0.4664646100950435
