date,Y,ET,date_raw,DR007（无风险利率）,M2(货币供应量）,制造业PMI（制造业价格水平）,沪深300指数（市场收益率水平）,换手率:沪深300指数（市场波动情况）,标准普尔500指数（全球市场价格水平）,premium,mom_1w,OI,D_total_norm,D_star,M1_star,M2_star,Y_star
2025-05-15,0.2377990156208563,-0.4004739126726164,20250515.0,0.0142644893173868,-1.6990550608854622,0.2121610449221301,-0.9676465387888742,-1.0014686547603064,-1.2234627881146258,-0.0093,-3.9044,-0.7281779433840957,0.0108601888435493,-1.0201414813686351,-0.619174057085589,-1.9417797579648348,-0.28176183640043606
2025-05-16,-0.7720508512543497,-0.3655766531649985,20250516.0,1.333678192780645,-1.6990550608854622,0.2121610449221301,-1.0262049377114897,-1.2868032994126843,-1.0964795673807837,-0.0744,-1.8537,0.3839592858522931,0.0078159223167893,-1.048365446664338,0.16326453094648202,-1.2991443542470154,-1.0198643718662364
2025-05-19,-0.1195763252038601,0.0064914682168831,20250519.0,0.9129616885762398,-1.6990550608854622,0.2121610449221301,-1.0648127390994544,-1.5721379440650622,-1.0804879530929503,-0.0557,-2.8164,-0.1311842408470866,0.0029134582946533,-1.09381710906246,-0.37316448557337467,-0.3597329027319115,-0.22542884712890832
2025-05-20,-0.658176081034401,-0.161343961783673,20250520.0,0.7283138895087506,-1.6990550608854622,0.2121610449221301,-0.9968449011450978,-1.4770263958476029,-1.1513779827137265,-0.0547,-0.6067,-0.3008338846701845,2.1045789401985728e-19,-1.1208283267321193,-0.2834078145102399,-0.77223688483877,-0.5979960321127863
2025-05-21,0.1831546823124382,0.0433482883638014,20250521.0,0.5565213169586195,-1.6990550608854622,0.2121610449221301,-0.9379631538021466,-1.3819148476301435,-1.4450171071368594,0.0275,-1.1947,-0.6128879831871209,1.5146353109608612e-19,-1.1208283267321193,-0.36139610739717326,-0.19252559091564295,-0.19764541160943347
2025-05-22,-0.5964672781429187,-0.0240972550021694,20250522.0,0.4992571261085766,-1.6990550608854622,0.2121610449221301,-0.9460791991525486,-1.429470621738873,-1.4529822790043605,0.0629,3.7462,-0.6900029176643686,0.4826866916979557,3.3542504206205312,4.852004571835357,3.0568368115873894,4.172944870023376
2025-05-23,-0.1941193225827114,0.1108678707606583,20250523.0,0.7329885173332461,-1.6990550608854622,0.2121610449221301,-1.0482572999783175,-1.2392475253039543,-1.57304192726876,0.1013,1.0328,-0.4517427242984166,0.3473826965633428,2.0998217332895255,2.307216609218746,2.3814530956094244,2.4015516403416193
2025-05-26,-0.7809077482302841,0.1587196829356249,20250526.0,1.5335185322777385,-1.6990550608854622,0.2121610449221301,-1.1199113099244893,-1.3819148476301435,-1.57304192726876,0.1701,3.7618,-0.2314945832874827,0.2325304888861737,1.0350053990031551,0.9892712631976212,1.3635732218383563,0.6776412106318014
2025-05-27,0.3842685611969142,0.0358233128645355,20250527.0,1.1139706850294566,-1.6990550608854622,0.2121610449221301,-1.1868767677758083,-1.5721379440650622,-1.209339925688016,-0.0361,1.0751,-0.0071219470138292,0.1673488613873328,0.4306943190522525,0.14121904868014418,0.35616380442333995,0.6762217054851993
2025-05-28,0.0578870727867121,0.065858602695723,20250528.0,0.969057222470162,-1.6990550608854622,0.2121610449221301,-1.197094577858386,-1.714805266391251,-1.3104057025760605,-0.0272,0.8794,-0.6376076329676688,0.1204385779335191,-0.004219707224265744,-0.28606679718955375,0.023195203316348244,-0.05988839715643896
2025-05-29,0.4644817267668698,0.0925709108329165,20250529.0,1.282257286711218,-1.6990550608854622,0.2121610449221301,-1.1244705226512095,-1.429470621738873,-1.2380451796874392,0.0979,0.9521,-0.2122518587142505,0.0866779190153864,-0.3172211009227223,-0.27036070791019706,0.098720113352538,-0.11058590596370282
2025-05-30,0.2555591421325345,-0.1117082810207008,20250530.0,1.650384227890073,-1.6990550608854622,0.2121610449221301,-1.1841929758870304,-1.3819148476301435,-1.2395156729552874,0.018,2.1088,-0.3983373320562808,0.0773941927744008,-0.4032922661564887,-0.6315856872703237,-0.6720637301288709,-0.1046528639990481
2025-06-03,0.1815355863821856,0.1297253948326429,20250603.0,0.3075973853043482,-0.3505223353339475,0.9616130477639744,-1.1461025319716007,-1.0965802029777656,-1.059747870961031,0.0,3.0287,0.0606192219076146,0.0722874160875127,-0.4506381495463491,-0.06795809157060881,0.3334177182223789,0.5265703776475132
2025-06-04,0.4046323507000582,0.104753461861187,20250604.0,0.3695362039788839,-0.3505223353339475,0.9616130477639744,-1.0920063412496046,-1.2868032994126843,-1.0583999187988369,0.0783,4.4311,-0.1875492140124975,0.0520242176964559,-0.6385020580254169,-0.23334707841447208,0.09915379692973555,0.21689548590763835
2025-06-05,0.8588163142753475,0.1266862165097044,20250605.0,0.32278992573395,-0.3505223353339475,0.9616130477639744,-1.0634870105760823,-1.191691751195225,-1.1549316747776883,0.154,4.0306,0.0079605874762015,0.216337951126729,0.8848813478550029,0.8522331286451659,1.399717990241669,1.3564444341360795
2025-06-06,0.2136112338869089,0.0139283839833793,20250606.0,0.1054197318950082,-0.3505223353339475,0.9616130477639744,-1.075062884024065,-1.3819148476301435,-0.9678726769970282,0.216,4.3921,0.2412786380301602,0.1556953239523303,0.32265219026803543,0.3926026296777203,0.31173752668122545,0.48168643353129265
2025-06-09,0.8960784840643139,-0.1619949884663896,20250609.0,-0.1248056884612916,-0.3505223353339475,0.9616130477639744,-1.038621517052343,-1.0014686547603064,-0.95096200441679,0.0343,5.303,0.1775230929129611,0.223538383716984,0.9516379073595668,1.1480310305660908,0.413286436101338,0.8778332907316484
2025-06-10,-0.3369940542184402,-0.1581974787599243,20250610.0,-0.1984310766970621,-0.3505223353339475,0.9616130477639744,-1.1025798345945497,-0.8588013324341174,-0.8500800391872249,0.103,1.9073,0.4938240656226907,0.2943466932834948,1.6081150108868896,2.120500734093331,1.7073848390029478,1.6400634185512524
2025-06-11,0.1645612866799306,-0.3291204305150128,20250611.0,0.0504928549572118,-0.3505223353339475,0.9616130477639744,-1.0082914352249466,-0.9063571065428472,-0.9008426922043504,-0.0252,3.6692,-0.0457017994644295,0.2118370980513956,0.8431530957842269,1.1078194005885993,0.012254932231919726,0.36717108077996774
2025-06-12,0.2537420054792066,-0.396167816264907,20250612.0,0.1790451201307787,-0.3505223353339475,0.9616130477639744,-1.016148801839081,-1.049024428869036,-0.8303202859005359,-0.0412,3.8744,0.0468348017798588,0.1524561244777296,0.29262096509331653,0.44320151546215486,-0.6046403873816844,-0.20830587402344286
2025-06-13,-0.1877392421252394,-0.413227920862434,20250613.0,-0.2486833258103656,-0.3505223353339475,0.9616130477639744,-1.1067510292168674,-0.47835513956428,-1.0395285885281382,0.0756,2.9028,-0.0044347049190612,0.1097204885479023,-0.10358912189172823,-0.1498782661184827,-1.6248403831761276,-0.8288653720192019
2025-06-16,-0.6752412262339371,-0.1825746031434854,20250616.0,0.0329630006153609,-0.3505223353339475,0.9616130477639744,-1.075644911180667,-1.0014686547603064,-0.8675421467429063,0.1526,6.6375,-0.0773606078331028,0.0408993404101048,-0.7416428795299987,-0.11415002043895975,-0.972958962839096,-1.0588669689350372
2025-06-17,0.5243919421688988,-0.2199415388348952,20250617.0,-0.0067713358928336,-0.3505223353339475,0.9616130477639744,-1.0867034271561142,-1.2392475253039543,-1.0219133045903916,0.0,4.138,-0.1743982466365676,0.1427483533918489,0.20261840066012513,-0.09146410627529461,-0.8566761320354495,-0.2417298819389854
2025-06-18,0.7215096851936953,-0.1676499473529582,20250618.0,0.0399749423521002,-0.3505223353339475,0.9616130477639744,-1.071861734662752,-1.1441359770864952,-1.027580830726885,0.0414,1.191,-0.3052074561424125,0.1759010731430568,0.5099834764480584,0.35613537831338293,0.17562667186986478,0.5326653801757438
2025-06-19,-0.26343752669636,-0.1204100519735267,20250619.0,0.2433212527175634,-0.3505223353339475,0.9616130477639744,-1.1749452110654572,-1.0965802029777656,-1.027580830726885,-0.0584,-1.3009,-0.4485960676846996,0.1256012485065195,0.04364437885514508,-0.1990943440848181,-0.42123004870395,-0.555226376572997
2025-06-20,-0.7127982750728363,-0.0348037296336935,20250620.0,-0.3410072253441102,-0.3505223353339475,0.9616130477639744,-1.1634663421435758,-1.2868032994126843,-1.0674985958936387,-0.1104,-1.1586,-0.206373371038991,0.0903934190611994,-0.28277400392007684,-0.2125586823430942,-0.4302124639016367,-0.7812771155208271
2025-06-23,-0.4539047071838686,-0.0905477607469319,20250623.0,-0.1844071932235808,-0.3505223353339475,0.9616130477639744,-1.1270573100138863,-1.049024428869036,-0.8918665562152022,-0.0508,-5.1,0.5267136773557941,0.1147635075532301,-0.05683434791225425,0.37608351676866714,-0.39369964739778884,-0.382267968677286
2025-06-24,-0.8993193105552334,-0.0508442599237664,20250624.0,1.6959618491788837,-0.3505223353339475,0.9616130477639744,-0.9778966837134832,-0.6210224618904692,-0.6865795689685236,0.0,-0.0824,-0.0939327637559504,0.091951102406086,-0.268332429806471,-0.18496322692758413,-0.3468343689960965,-0.5487388138028646
2025-06-25,1.019802805151115,-0.100419154389086,20250625.0,1.9904634021219656,-0.3505223353339475,0.9616130477639744,-0.7966922289579106,-0.2881320431293618,-0.6866408395213518,0.041,1.1604,0.0694024309643106,0.0661758910183218,-0.5072992434224638,-0.5090399900362818,-0.7978058717248945,0.06555885851510498
2025-06-26,-0.0640966549491537,-0.0598303509572166,20250626.0,1.8899589038953584,-0.3505223353339475,0.9616130477639744,-0.8421226820149382,-0.6210224618904692,-0.5369568789651243,-0.0409,1.9855,0.1393326395024803,0.0476258406639718,-0.6792802355046302,-0.24444891894033094,-0.40312857030391785,-0.36578192548086275
2025-06-27,-0.9847935134906916,-0.0231106646898242,20250627.0,2.0278604247179137,-0.3505223353339475,0.9616130477639744,-0.9205670087881388,-0.1930204949119024,-0.4387708180599478,0.0083,2.854,0.2505996849584453,0.0342756351904962,-0.8030524915346896,-0.22000851012890965,-0.2638283811962735,-0.37292356834049567
2025-06-30,-1.3397141908975096,-0.0105197501904162,20250630.0,4.588387815584164,-0.3505223353339475,0.9616130477639744,-0.8742635149962088,-0.9063571065428472,-0.3411055568537977,0.3284,8.2261,-0.0691079746006016,0.2270033767184009,0.9837625066225385,1.0645283475610594,1.0672983787369952,0.37823491115918423
2025-07-01,-1.2552009575314031,0.1067527933230662,20250701.0,0.2620197640155375,-0.4535147004733963,-0.5372909579197142,-0.852663840517849,-1.1441359770864952,-0.3623664386847463,0.0937,5.6766,0.0617957971676787,0.1622305336837547,0.38324134402264154,0.35484282629376585,0.7449466463902715,0.10120969812779511
2025-07-02,-0.1529112936807279,0.1702676121138688,20250702.0,-0.2101176462582942,-0.4535147004733963,-0.5372909579197142,-0.849689035050771,-0.8588013324341174,-0.2722680907527246,0.0079,3.7198,0.1187366570519034,0.1158897622740621,-0.0463926293979706,0.05378841354823874,0.25690839609954336,0.06851653582916656
2025-07-03,1.0045931954013947,0.099939457618786,20250703.0,-0.653038632629043,-0.4535147004733963,-0.5372909579197142,-0.7708243553311336,-0.9539128806515768,-0.113179100337562,0.0316,3.4438,-0.3277249226479014,0.0857181748725233,-0.3261190686738416,-0.38985188287741485,-0.19161609128502546,0.1090791778519366
2025-07-04,-1.3397141908975096,0.16405799169221,20250704.0,-1.181271576796797,-0.4535147004733963,-0.5372909579197142,-0.7251352235378398,-0.7161340101079285,-0.113179100337562,-0.1467,6.937,-0.5629557359652408,0.0616901423715624,-0.5488874595062012,-0.8254667245149804,-0.306666451897912,-0.7984147063187526
2025-07-07,0.6085276721473878,0.175281509794694,20250707.0,-0.6693998300147707,-0.4535147004733963,-0.5372909579197142,-0.7802014595208405,-1.0965802029777656,-0.2644254599908773,0.1173,-0.0235,0.46218932908621,0.0487288499291012,-0.6690540299650699,0.006865039722983829,0.44897200764808426,0.49034876341838063
2025-07-08,-1.2706549224311905,0.1896707644458364,20250708.0,-0.6986162539178536,-0.4535147004733963,-0.5372909579197142,-0.672591105233449,-0.7161340101079285,-0.2780887932712833,-0.0608,2.7327,-0.1660915385166803,0.0396485226384538,-0.7532394454246083,-0.5480325705328354,0.17377352978322871,-0.22696741664289813
2025-07-09,-0.7750341055212329,0.3303291248835198,20250709.0,-0.5443535357095735,-0.4535147004733963,-0.5372909579197142,-0.6953871688670453,-0.47835513956428,-0.1624712600868394,0.068,4.5975,0.5965217317159849,0.0305822516947364,-0.8372945418583814,0.1195488135879002,1.09391333999423,-0.04497519564190011
2025-07-10,-1.0222831098307363,0.2875360732127024,20250710.0,-0.3363325975196173,-0.4535147004733963,-0.5372909579197142,-0.6351796930007222,0.044758375631746,-0.1097785846556676,0.0228,4.1199,-0.6329079423179447,0.1094237774352353,-0.10633998620441223,-0.15532042900628223,0.8381329063791484,0.040858872371790006
