author,comments,reply_comments,reply_authors,update
向上的吕言涵,一阳指来了,,,10-16
好运的my,这个股真奇怪，主力进也不见涨，主力跑也不见跌,,,10-16
股友scYSkP,如果今天收市还是红盘，这么大的抛盘都能扛住证明主力和国家认都没放弃这股。,,,10-16
草牛市雨走中,为什么大宗的价格这么高？,,,10-16
请问你在风口吗,起不来呀,,,10-16
往与东方,评价一下这个T,,,10-16
宏图成金de陆尓豪,在股市里能不能赚到大钱，其实就是你拿着的股票抱的住不，抱票是赚钱的法宝。股市上有,,,10-16
最爱韭菜馅饺子,你现在可以从从容容，不要等到连滚带爬,,,10-16
宏图成金de陆尓豪,今年阳光电源在启动之前也是死不涨，但是一启动，10几天就好了翻了一个翻。耐心等待,,,10-16
阿但地,今天的回购估计会大幅度下降，3000万？,,,10-16
坚仔坚仔坚仔,创业板跌，它才涨的,,,10-16
宏图成金de陆尓豪,我今天满仓美的集团，从AI赛道到老登股，我是看到美的集团盈利能力，今年它死不涨，,,,10-16
喜喜哈哈哈,丑的你天天跳水,,,10-16
股友8o82025q75,谁想拉，叫你埋了,,,10-16
股友7d9a789183,鸡胁，食之无味，弃之可惜,,,10-16
我九九归一,扶不起的阿斗,,,10-16
股友7d9a789183,买了个空气,,,10-16
股友3Y915C0532,垃圾得不能再垃圾！,,,10-16
小白菜12,真的是垃圾,,,10-16
随意赚点就跑EEee,累了,,,10-16
趋势十八摸,配合砸盘呢,,,10-16
做空美的,继5个阳线后，要来5个大阴线巨阴线了,,,10-16
股友x62099P970,醒醒，大盘绿了，该你表现了,,,10-16
细水长流汇江海,闻泰的事件，将来会不会也在美的这家买买公司上演,,,10-16
股友15A9z62229,每日一恶心，上涨也是恶心的上涨，下跌也是恶心的下跌,,,10-16
股友ZG2bhB5913,对对对 实际著名机构是菜鸟 你是全世界最厉害的,,,10-16
张三石,美的也不是好东西，也是圈钱的,,,10-16
拉高出货了,别怕兄弟们港股拉直线了,,,10-16
股友QN77822532,吸筹，形态再慢慢形成,,,10-16
美的被套五百年,美的牛掰啊，这都能绿,,,10-16
股友7d9a789183,冲高不T，在美的就是笑话,,,10-16
Jisoo与我同行,跟跌不跟涨,,,10-16
Jisoo与我同行,有被恶心到,,,10-16
山人一个,明天大盘冲4000，美的破72,,,10-16
Qilin1,本周怒涨1毛，大白马！,,,10-16
永不言弃59108,美的最少还要横3个月，在横盘3个月中还不跌破70元，还有机会上涨一波，要不然中期,,,10-16
机灵聪慧的邱靖娴,又开始回购了？,,,10-16
Qilin1,主力恶意压盘，当心！,,,10-16
Qilin1,庄家这厮真琐，哪天不是先拉升再砸盘，没救了！,,,10-16
小强的财富自由之路,这很明显啊，又被控了啊，下午科技那些飙升，这还要在砸一下,,,10-16
小韭菜hunter,美的这一个月确实有点弱，可惜没子弹补仓了！,,,10-16
深情的许芯蕊4,没出息！大盘走高从从容容，美的是向下连滚带爬！！,,,10-16
股友ZG2bhB5913,贝莱德在美的集团H股的持股比例于10月8日从4.15%升至5.85%；贝莱德在美,,,10-16
我在逆回购躲牛市,嘿嘿boy，快点下来,,,10-16
小强的财富自由之路,绿又不让绿，红又不给红，就是别动,,,10-16
基民xoXElJ,大盘快4000了，你还在绿，恶心我们吗,,,10-16
买a都被套,？？？？,,,10-16
股友6rC3227929,你这也太搞笑了吧,,,10-16
深情的许芯蕊4,果然！,,,10-16
理性的孤勇者,现在一年派息分红两次了.中期啥时候派息分红？,,,10-16
淡然静心,又是熟悉的味道，能不能变一变,,,10-16
A股丁蟹,猪队友玩T+0，怪不得涨不上去,,,10-16
我九九归一,这还能绿啊，你要脸吗,,,10-16
JDHHDHDJ,跑输大盘二十个点，绿的集团牛掰,,,10-16
浪哥啊,以后电器就买海尔智家吧，恶心坏了.,,,10-16
A股20年的巴菲特,我一进来就当接盘侠了,,,10-16
深情的陆璐洪,扶不起的阿斗，每次都是软绵绵的,,,10-16
华华最爱,拉到73.5就饱了,,,10-16
乾龙神机,怎么能这么折腾人呀,,,10-16
股友R9000658y3,牛啊,,,10-16
老实打工,大概是因为这两天涨的太多了吧,,,10-16
股友7d9a789183,收盘绿一个点左右,,,10-16
股友dI68859288,挺美的,,,10-16
拉高出货了,今天成本做t降了三毛钱，74块1的本了，我看港股拉起来了才接回来的，一买又砸下去,,,10-16
股友7d9a789183,快绿了，标准大盘刹车片，量化控死了。,,,10-16
有情孔方兄,垃圾美的,,,10-16
JDHHDHDJ,绿的集团牛掰了。,,,10-16
股友7d9a789183,成交额越来越低了，快死了一样，天天缩量,,,10-16
价值投资追随者,感觉美的近一年上涨压力巨大啊，上涨一个点都难，一般都是冲高就必须回落。,,,10-16
股友7d9a789183,今天成交额估计在十六亿左右,,,10-16
股友7d9a789183,成交额太低了，资金不活跌十月基本等不到了,,,10-16
股友7d9a789183,纯纯垃圾走法，压股价回购今年就这样了，散了去别的板块吧,,,10-16
JDHHDHDJ,勾东西庄,,,10-16
股友7d9a789183,股价走势被恶意压死了，看三季报了或者有大利好，不然震到死,,,10-16
小学徒傻白甜,明天绝对跌，今天完全可以空仓出来观望，明天跌了再进。,,,10-16
顺为_顺为,满仓猛干,,,10-16
阳光的许哲,上午11点准时砸盘，全天怒涨0.5%,,,10-16
股友639966R33d,73.35-72.92-73.6是不是吓走了很多人？,,,10-16
做空美的,不慌，先计提今天尾盘竞价砸5毛钱，涨的也不过如此,,,10-16
股友6a18768g98,美的集团,,,10-16
股友7d9a789183,弱爆了,,,10-16
睿智英明的冉翼扬,不看了，今天也是AI控盘的一天！！,,,10-16
股民刘禅,大a真正的机器人，科技股，美的。拥有世界四大机器人公司之一的kuka。,,,10-16
股友n09k2R5511,砸盘的怎么还不来？,,,10-16
股友7d9a789183,创业板专业刹车片，说的就是他,,,10-16
股友8o82025q75,你一红，其他股都凉凉,,,10-16
股友z02133a378,还是外资更识货。,,,10-16
股友8o82025q75,今天又没戏了,,,10-16
拉高出货了,港股竞价折算人民币都干到78块钱了,,,10-16
股友Iwff3o,港股都起飞了。你还在地板上,,,10-16
盆满大展de李洛克,美的这次广交会意向性签约量暴增,,,10-16
美的集团资讯,美的集团：融资净偿还1.85亿元，两市排名第八（10-15）,,,10-16
股友BeQEuR3851,价值投资必须结合成长投资，基本分析必须结合技术分析，估值必须结合K线位置,,,10-16
宁德时代资讯,北向资金连续三个季度加仓A股 三季度末持仓市值达2.58万亿元,,,10-16
美的集团资讯,直击广交会：科技军团海外订单不断 上市公司领衔中国智造,,,10-16
美的集团资讯,广交会首日实探：服务机器人专区成“顶流”,,,10-16
拉高出货了,000333,,,10-16
股友82h56C9159,$美的集团(SZ000333)$,,,10-16
股友82h56C9159,制冷剂面临全面涨价，美的集团是国内生产制冷剂最大的企业！它的R290是全球领先的,,,10-16
n709813814958334,在美的股票上亏了钱的会买美的的产品吗？,,,10-15
股田的守望者,尾盘跳水有什么讲究呢,,,10-15
股友805100D5R1,71.8的成本，准备不动了，12月再看。T都不想做，就这样吧……,,,10-15
阿但地,回购立马下降了，看样子要和国家队一起有默契的玩很长时间，搞不好要到12月底,,,10-15
明明白白地下室,今天9:43分和尾盘，突然下杀，有妖气,,,10-15
股友ziqLEK,损人不利己的事情，有钱人喜欢干，我欣赏你，你可以啊,,,10-15
股友3N6828561F,美的今天又操纵股价压盘回购了一个亿，明天大家向证监会举报时有一个细节，美的这几个,,,10-15
笃定辉煌,垃圾,,,10-15
大发暴富地江别鹤,哈哈哈哈垃圾美的，明天低开低走最低点再买一点。,,,10-15
金石策论,经过多次做t，以及由35手减仓到15手，目前成本降到65.4块，这是一个安全且不,,,10-15
n1434000975228732518,尾盘砸盘,,,10-15
Louis580,M它一句，居然被和谐了，怎么滴，这货不该吗？！,,,10-15
股友60A022m537,恶意操控，扰乱市场,,,10-15
乐呵呵wang,每天T一T,,,10-15
股友3N6828561F,中国证监会举报电话12386,,,10-15
三花智控资讯,家用电器行业今日净流入资金17.04亿元 三花智控等10股净流入资金超千万元,,,10-15
俊逸超凡的宋慈,砸一下为了明天的回购,,,10-15
果断的耿衍慕,明显人为砸盘，不知道谁在控制,,,10-15
基民lHNGQ7,71.87买进200股，72.96卖了，72.75和72.60昨天尾盘各买200,,,10-15
股友16153H2M38,明后天又可以吃筹码了不然从银行取出来的都浪费了,,,10-15
初学散散户,我印象中，近4年，美的尾盘竞价砸盘是常态，今年少了很多，前两年很疯狂，应该是哪位,,,10-15
股市有妖怪,竞价跌4毛3，绝对是恶意砸盘，举报吧！可能是为明天竞价回购的恶意行为,,,10-15
股友639966R33d,美的集团到本月底75到76元，立帖为证。还有半个月,,,10-15
笙笙歌歌,真恶心,,,10-15
一股清流润心肠,72.97加仓了，结果收盘直接你给我砸绿了。够狠，够狠。,,,10-15
股友ziqLEK,够狠，点赞，钱多筹多，怎么搞都随你了,,,10-15
As布,滴滴,,,10-15
幡随心动,垃圾十流氓,,,10-15
紫色沙尘,垃圾股，哈哈，美的电器也不行了,,,10-15
高风亮节的某黑,有啥利空。。。,,,10-15
股友2L8567616O,这种竞价机制真的对散户公平吗？,,,10-15
幡随心动,远离垃圾股,,,10-15
Pan哚啦,奶奶个腿。。长沙银行有什么好的。。。,,,10-15
拉高出货了,明天应该能高开1个点吧,,,10-15
市值风云大黑嘴,你这是出货么？？？？？？？？？,,,10-15
ok233,尾盘恐慌式杀跌，回购顺便割韭菜！,,,10-15
新颖杨,尾盘在玩什么游戏,,,10-15
无忧一下,为什么跟港股美的走势差别这么大？,,,10-15
境随心生,大家明儿一起抛！,,,10-15
做空美的,才想着这货今天怎么跟大盘一起涨了，原来是乌龙，盘中卖出敲成了买入，尾盘发现了就在,,,10-15
钛合金巴韭特,1点多看到家电板块涨得挺稳，差点就买了你，整个家电板块今天我也没建仓,,,10-15
JDHHDHDJ,……,,,10-15
勇攀高峰m,所有散户一起走，把企业还给美的老板自己玩去吧,,,10-15
喜喜哈哈哈,尾盘怎么突然跳水了,,,10-15
市值风云大黑嘴,好好的一个红三兵形态，尾盘恶意破坏几个意思，恶心谁呢，看大家都是怎么骂你们的,,,10-15
六郡东吴,外资基金尾盘调仓，不用慌，看看就知道了,,,10-15
市值风云大黑嘴,强烈举报美的集团A股股价被恶意压制回购！,,,10-15
回本_就销户,好了，出货了，明天开始主升,,,10-15
有执行力的俞熙17,最后一秒发生了什么么？一脸懵圈。,,,10-15
Qilin1,强烈举报美的集团A股股价被恶意压制！,,,10-15
纯真善良的陶杰,国家品牌就玩这手段,,,10-15
市值风云大黑嘴,尾盘这种情况就是恶意压价回购啊，一点都不顾股东的权益，大家一块找董秘啊！！,,,10-15
石头f6qkri,福耀玻璃等价换过来的，这个，明天竞价就走路了，换回去，和产品一样垃圾,,,10-15
红利专业户20,今天又是交割日吗？烦不烦，这么频繁,,,10-15
有同情心的章桐16,最后几分钟故意这样打压，你明显想吃货，有这种必要吗？勾日的！,,,10-15
美的被套五百年,会玩，但我还是装死,,,10-15
靓靓无敌,方洪波你找什么人负责回购，这样对待股民，请解雇负责回购的部门负责人或者委托人。,,,10-15
GZH_稳定复利,你要死呀，尾盘搞这么一出,,,10-15
回本_就销户,cao！集合竞价砸了我5000,,,10-15
选股必胜,竞价跌第二天涨，竞价涨第二天跌,,,10-15
股友17370rc913,"涨一天,最后一分钟跌完。两市最差股票",,,10-15
股民刘禅,继续砸，我明天还可以进货,,,10-15
盆满大展de李洛克,尾盘恶意打压，此股将臭名远扬,,,10-15
给生活添个叶,尾盘瞬间少了一半利润！搞飞机啊！,,,10-15
市值风云大黑嘴,天天拿着恶心不说了，跑输指数这么多，尾盘竞价谁在这恶心人呢,,,10-15
喜马拉雅雪崩,今天收盘要出大宗交易信息，而且是以收盘价为交易价格。,,,10-15
市值风云大黑嘴,天天拿着恶心不说了，跑赢指数这么多，尾盘竞价谁在这恶心人呢,,,10-15
靓靓无敌,负责回购那个，不可能不知道最后时段操作，恶心。,,,10-15
乾龙神机,天杀的主力,,,10-15
股友a26O906970,这货玩的算花！服了,,,10-15
股友FX18133152,天天收盘竞价有砸盘。,,,10-15
浪哥啊,除了想发电问候，没啥好说的。,,,10-15
熔断制,有人打压就有人接,,,10-15
锁镙丝韭特,垃圾,,,10-15
林肯的公园,尾盘真是恶心，就像吃了一样恶心。真是,,,10-15
水贝石榴哥,尾盘几个意思？,,,10-15
咱就喜欢抄底,这是什么意思？,,,10-15
股友336wC81865,？,,,10-15
瞎追乱动很慌爱摸,这就是内资，一百个心眼，,,,10-15
股友x62099P970,这竞价玩呢,,,10-15
往与东方,？,,,10-15
俏三郎,哪个在这猛砸,,,10-15
上弦月就是你,这股主力很恶心，以前是竞价，现在都等不及竞价了，尾盘就开始砸。,,,10-15
拉高出货了,不是，这尾盘?,,,10-15
有情孔方兄,基本上是一只垃圾,,,10-15
长风月,说实话美的的机器人产业和技术，国内没几家比得过，垃圾机器人不沾边的乱七八糟公司，,,,10-15
美的被套五百年,今天居然抢筹了好事啊,,,10-15
基民6V098375Z9,挂7000手秀肌肉，不想玩了，压着涨,,,10-15
睿智英明的冉翼扬,好一个控盘,,,10-15
深情的陆璐洪,看看港股，这是在干嘛,,,10-15
财运斗金de带土,好久分红，我是来分红的。,,,10-15
股友93573UV201,我笑出猪叫声季报那么高的利润股票动都不带动,,,10-15
股友6660X269W8,就是一控盘工具，散户别进了，时间成本很贵的,,,10-15
JDHHDHDJ,十月份没有一天不在高进低出,,,10-15
股友056F7l7302,看到我笑出声了,,,10-15
价值投资追随者,这股为啥喜欢跟大盘反着走？,,,10-15
JDHHDHDJ,有毛病,,,10-15
股友m9SHaw,散户买这票来干啥？,,,10-15
闲云野鹤wws,贝莱德在美的集团的持股比例于10月2日从5.81%降至4.91%。贝莱德在美的集,,,10-15
紫色沙尘,工具股票，撤了,,,10-15
拉高出货了,小阳线这么多，后面肯定会有大阳,,,10-15
精致的杨涛,这股已经缩量严重了。,,,10-15
豪爽大气的兰泽8,请开始你的表演,,,10-15
水贝石榴哥,为啥大家觉得回购股价不涨是一件坏事呢？作为股东能够低价回购股票是一件好事！,,,10-15
股友d60myF7176,小美给个机会，快下来啊，T飞了,,,10-15
ok233,回购没完成是重大利空,,,10-15
抄底使我快乐,不知道现在还能不能进,,,10-15
大白马,长鑫快IPO了，你不表示一下吗？,,,10-15
博学多才的牛市里,实在太弱了，加上毫无前景。,,,10-15
股友8o82025q75,一红，我都怕,,,10-15
基民mRUHX7,因为一直跌没人接盘，所以主力需要拉一下，诱惑散户接盘，拉升就是逃跑机会，请各位珍,,,10-15
有情孔方兄,这垃圾真不行,,,10-15
拉高出货了,能摸一下74吗,,,10-15
我在逆回购躲牛市,快下来70啊啊啊啊,,,10-15
美的无脑冲666666,垃圾,,,10-15
风虎云龙,涨，涨，涨。,,,10-15
股友x62099P970,咋不跟港股了,,,10-15
往与东方,别砸了,,,10-15
往与东方,？,,,10-15
华华最爱,拉科技，你就下跌,,,10-15
静待花开ZL,长期持有，待涨脱离成本区,,,10-15
金石策论,哪个老登在砸盘？还刚好砸到我设置的买入价位，上个厕所的功夫，打开手机一看，吓我一,,,10-15
尼古拉斯赵国强,坚定长期看好美的集团,,,10-15
oklap,没什么好说的,,,10-15
zhyu052,什么时候它成反向指标了,,,10-15
别问就是韭菜,大盘拉夸，到你表演的时候了,,,10-15
XIAOEMO,美的是值得长线持有的,,,10-15
大明铁粉除螨能手钟汉洁,美的见底了，今天反弹五个点以上,,,10-15
沉毅果决的韭,美的“智慧生活”APP变更隐私声明为“关于华为智慧生活与隐私的声明”。是否意味着,,,10-15
美的集团资讯,美的集团：融资净偿还1.1亿元，融资余额61.56亿元（10-14）,,,10-15
股友BeQEuR3851,可口可乐上市第一个19年上涨81倍，第二，三，四个19年，平均上涨8.7倍，20,,,10-15
阿里巴巴-W资讯,网络强国：从并跑到领跑,,,10-15
腾讯控股资讯,世界湾区的中国答案：从阅尽四海到心归此湾,,,10-15
金石策论,美的集团中报相当不错了。如果中报趋势延续至三季报，保持20%以上，那可能带来5-,,,10-14
机灵聪慧的邱靖娴,$美的集团(SZ000333)$,,,10-14
山子高科资讯,数据复盘丨银行、煤炭等行业走强 62股获主力资金净流入超1亿元,,,10-14
向上的吕言涵,永平买了消费股有希望了，消费股龙头是茅台和美的集团。,,,10-14
乐呵呵wang,每天一下,,,10-14
一股清流润心肠,大家好，都是我的错。72.8买入了底仓。买完就跌了。看到13号有个大宗交易79快,,,10-14
等万手哥,买完一分钟跳水，6,,,10-14
美的被套五百年,这边一收盘，港股直接大跳水,,,10-14
做空美的,10月份目前共4个交易日，美的4根大阳线，股价跌6分钱,,,10-14
Linuxdl7amr,今天消费股还挺坚挺的买了个电饭煲支持一下,,,10-14
股友m9SHaw,明天继续杀！,,,10-14
深情的陆璐洪,一路补仓，73.5的本，明天再涨一天,,,10-14
股友7d9a789183,尾盘必跳水就没一天稳的,,,10-14
股友D39W759517,小冲高73.5i,,,10-14
手撕鸡摩天轮,家电三巨头一红，就知道大盘绿了,,,10-14
股友x62099P970,不要怂，向上干,,,10-14
乾龙神机,美的，即将有一波独立的超级行情。80，90，95。,,,10-14
拉高出货了,已经记不清这是第多少次冲73了,,,10-14
大明铁粉除螨能手钟汉洁,科技跌，老登升,,,10-14
嘻哈的天空0397,市场如期调整，资金开始进入白马美的集团,,,10-14
santi668,成本T到了72以下,,,10-14
股友805100D5R1,消费龙头，从来没有涨停过我也不说了……好歹趋势要走起来吧？,,,10-14
骑扬利市地周芷若,老登要来了,,,10-14
股神爱赚钱,同为优秀企业，美的集团盈利能力明显比小米集团更强，但美的市值只有小米的三分之一，,,,10-14
捕蛇者说,昨天回购三个亿,,,10-14
美的集团股友,请公司高层郑重向投资者回复，为何在公司业绩创历史新高且大幅增长的情况下，却自回购,,,10-14
林肯的公园,养兵千日用兵一时，轮到你出来护盘了，你就这样表现？,,,10-14
自助餐先生,小米要进军机器人，美的迎来强劲对手,,,10-14
京城吴彦祖zu,72.3的成本，多少钱卖合适呢,,,10-14
小学徒傻白甜,我的科技股已经亏了四个点了，幸亏还有你给我回回血，还行风险对冲,,,10-14
做空美的,诱多，明天继续新低，老套路了,,,10-14
原味小可爱,已经不是一般的企业了，必须出重拳,,,10-14
拉高出货了,成本从77做到74.5了,,,10-14
股友8o82025q75,你一红，其他都完了,,,10-14
长城的主力粑粑,真的惨,,,10-14
股友7d9a789183,筹码结构太脏了，根本拉不动,,,10-14
闲云野鹤wws,今天高低点已明了,,,10-14
瞎追乱动很慌爱摸,现在都是量化交易，拉涨都是一瞬间，散户乱动可能会变成低卖高买。,,,10-14
股友6606T1A379,美的集团今年业绩可能大大超出预期！,,,10-14
乐观的小韭,老登们救命啊,,,10-14
永不言弃59108,看到哪天创业板的科技梦不在了，美的就有机会了,,,10-14
支颐听秋水问蜉蝣,每日一T，量化策略从趋势改为反转,,,10-14
股友0870Q652z8,跌比大盘多，涨比大盘少,,,10-14
fslailai,疑惑不解，自我质疑，愤怒不甘！,,,10-14
高风亮节的某黑,老登股果然没前途。。,,,10-14
永不言弃59108,美的最少还要横3个月，3个月还能横在71-73元之间就还有机会往上，要不然会一直,,,10-14
股友805100D5R1,不是吧……还有新低？你别当白马了，当黑马吧,,,10-14
我就是要反过来投,这哪里是回购，分明就是利益输送。还不如多分点红，股息够高十几年就能把钱全分红回来,,,10-14
往与东方,。。。服了,,,10-14
气宇不凡的温泰成,果然是呀,,,10-14
股市中的一盏明灯,我真服了,,,10-14
进取得白鹤,你咋就不涨呢,,,10-14
多财富贵的花满楼,咋就还不绿，反正要绿，为什么非要到10点后才绿,,,10-14
快跑你打不过主力,主力大哥再带兄弟们冲一波吧,,,10-14
多财富贵的花满楼,咋还不绿？,,,10-14
多财富贵的花满楼,10点前红一下，然后一路下跌，主力这样做T一年了，赚不少，散户被坑死,,,10-14
紫色沙尘,今天大盘涨，它肯定跌,,,10-14
美的集团资讯,美的集团：融资余额62.65亿元，创历史新高（10-13）,,,10-14
美的被套五百年,看回购的话这里应该是大底，再杀的话还是坚定持有,,,10-14
股友BeQEuR3851,巴菲特买入的时机不对，买点不对，基本上没有跑赢大盘，长线持有几十年，不利用牛市顶,,,10-14
春夏秋冬吉祥如意,回购注销说明公司股价被低估了么？,,,10-14
寂寞的守夜41452,今天要不是回购三个亿不知道多惨呢,,,10-13
股友M790H79806,大宗交易金额不大溢价超过10%，少见,,,10-13
股友639966R33d,根据申万宏源的研究报告，美的集团2025年第三季度收入和业绩预计同比分别增长3%,,,10-13
阿但地,$美的集团(SZ000333)$,,,10-13
基民R3O8806726,海关总署发布：前三季度我国出口工业机器人增长54.9%。是不是也没美的什么事？,,,10-13
有条理的扬里香13,这次搞安世，下次会不会搞库卡,,,10-13
金石策论,段永平买了茅台，兄弟们，消费股有希望了，消费股龙头是茅台和美的集团。美的集团看涨,,,10-13
紫色沙尘,退市得了，都去拉半导体科技,,,10-13
股友2L8567616O,能不能拉个正常的阳线，一个基本面这么好的绩优股在牛市单边下跌，真的太伤价值投值信,,,10-13
股友m9SHaw,玩这票的人脑子想啥呢？分红？价投？不可思议！,,,10-13
包钢股份资讯,主力资金 | 尾盘抢筹6股超亿元,,,10-13
平和宁静的高皓轩,库卡在美的里占比多少啊。,,,10-13
平和宁静的高皓轩,库卡在美的里占比多少啊,,,10-13
弹指刹那,这下没人骂董明珠了吧！家电股其实都一样没在热点里，我重仓美的，但不看好短期机会,,,10-13
给我梭,谁知道中期分红多会，分红钱继续补仓。,,,10-13
寂寞_沙洲冷,73.5亏了快9000卖的，回来一看还跌了两个多点，真是无语,,,10-13
阿但地,"13日公司以每股71.05-72.08人民币回购418.2万股,回购金额3亿人民",,,10-13
做空美的,美的完了，股价跌跌不休，股吧利好小作文不断。快跑吧，清仓美的,,,10-13
包钢股份资讯,数据复盘丨稀土永磁、可控核聚变等概念走强 龙虎榜机构抢筹18股,,,10-13
美的集团资讯,美的集团大宗交易成交270.30万元,,,10-13
财源广进得燕十三,刚看到有笔大宗交易溢价10%的成交了3万多股，这会不会是一个进攻的风向,,,10-13
不想炒了都是亏,大宗交易溢价10%，我没看错吧,,,10-13
婀娜妩媚的何翔云,今天回购三亿力度不小，就是刚到72块钱就停止了，不给力了,,,10-13
股友2729er1898,闻泰事件开始传导到格力和美的了：有人说，格力是闻泰第二大股东，会否波及？对美的，,,,10-13
美的集团资讯,美的酷省电空调以“科技+节能”产品驱动增长,,,10-13
多财发财地扫地僧,趋势向下，完了完了,,,10-13
创新的柳晋柳,尾盘竞价最后几秒还要出一点货，这货真的完了,,,10-13
股友ziqLEK,美的已经破了年线，60周线，下面的支撑在三年线和五年线交汇处，大约66元左右。现,,,10-13
金石策论,老登股上涨乏力啊，都跑不赢板块指数，更不说大盘指数哦，我35手拿这么久都没挣到钱,,,10-13
一枚老韭,15-30亿回购方案已完成15亿，50-100亿回购方案已完成55亿，不知道按是,,,10-13
美的集团资讯,大宗交易：美的集团成交270.3万元，溢价10.71%（10-13）,,,10-13
股友M790H79806,大聪明都跑了，就我傻傻的在这里躲着！,,,10-13
股友7D05o25658,连格力都不如,,,10-13
股友056F7l7302,要命,,,10-13
股友ziqLEK,有了闻泰安世的败例，美的若不借鉴华为的前瞻思维，把库卡的技术必须在国内消化，技术,,,10-13
觉醒地小柿子,那格力电器呢，还跌了不少,,,10-13
乐呵呵wang,一天一T，,,,10-13
股友639966R33d,买了美的集团，自我以为很放心了，公司很好，其实就股价表现而言，连垃圾股都不如，收,,,10-13
股友2L8567616O,主力流入5个亿就这？,,,10-13
价值投资追随者,问问大家，这个净流入到底有没有参考价值，如果没有，是不是可以去掉了，今天美的净流,,,10-13
紫色沙尘,明天完了，暗盘流入才两千多万，这里五个亿,,,10-13
抵拢倒拐611,真的太菜了。,,,10-13
n310613399829258,牛市一定远离美的腊几股票,,,10-13
小红叔叔,安世可以搞，库卡可不可以,,,10-13
股田的守望者,真的好弱，没什么反弹,,,10-13
一枚老韭,100亿回购不完成，上涨不可能的,,,10-13
股友7E16952U81,扶不起的阿斗，不涨的理由就是不在热点，它的底牌这么强大有毛用肯定会涨的，我今天7,,,10-13
股友639966R33d,这货短期内没戏了，大盘涨他跌，大盘跌他也跌,,,10-13
有毅力的峰飞路,静等拉升,,,10-13
让我赚点啊,《重生牛市之我在美的天天吃跌中》,,,10-13
基民lHNGQ7,71.87买进200股试试水,,,10-13
高贵典雅的秦玮芙,也是极品了净流入这么多还在跌，救都救不起了哇,,,10-13
华华最爱,明天至少涨2个点以上,,,10-13
股友2L8567616O,又跑输全部指数,,,10-13
请问你在风口吗,转个湾来,,,10-13
陶然您吉祥,依旧看好海尔，白色三巨头今年表现不佳，不排除有外界因素的原因，但是抛开这些，从技,,,10-13
明明白白地下室,一步一脚印的入了坑了。,,,10-13
锁镙丝韭特,被市场抛弃了,,,10-13
股友056F7l7302,今天全世界在回暖，就你原地踏步吧，人才,,,10-13
股友639966R33d,高低切换拉银行，可惜不拉美的,,,10-13
股友056F7l7302,太变态了,,,10-13
啥都不剩了,主力流入也跌，流出去还跌，这股票真是绝了,,,10-13
股友805100D5R1,71.8的成本，不动了。就这样了。等业绩,,,10-13
可可爱爱的炮竹红,清仓走人了,,,10-13
专卖烂股小达人,主力流入3个亿还是流出3个亿，跌成这样,,,10-13
股友056F7l7302,究竟造了什么孽啊,,,10-13
坐顺风车捡漏,深圳离香港近，指数就放飞了。上证还有人拉一下,,,10-13
做空美的,大师算过了，说美的今年没行情、明年26年大跌、27年初止跌开始有起色。80元一带,,,10-13
羞涩与妄想,这老登股，大蓝筹,,,10-13
哪怕vc,你看看格力，你在干什么,,,10-13
给我梭,轮到你发力都不发,,,10-13
回本_就销户,格力红了，大割！,,,10-13
股友056F7l7302,指数回暖了，求求你醒醒吧,,,10-13
牛气冲天木笛,又在精准控盘了,,,10-13
翻斗花园牛局,改成美果集团怎么样,,,10-13
张三石,家电看看谁好就知道了,,,10-13
寂寞的守夜41452,大盘涨的时候没有你，跌的时候你必到,,,10-13
靓靓无敌,和华为合作，就变成这样。,,,10-13
多财富贵的花满楼,慌什么，美的又不是今天才跌，它是天天跌的，没什么大惊小怪的,,,10-13
锁镙丝韭特,完蛋了,,,10-13
股友056F7l7302,说它今天会出来护盘的人站出来,,,10-13
为你服务,股市里几个赢钱的呢？亏了钱还在做梦，大家都醒醒吧！,,,10-13
给生活添个叶,董姐上去了！你切莫情况？,,,10-13
瞎追乱动很慌爱摸,70以下再看了,,,10-13
阿但地,又从某银行卡找出来28000元，早上71.20元想买的，，后面想想还是等70元，,,,10-13
拉高出货了,净流入2亿反而跌，格力流出反而涨,,,10-13
哎呦喂1314,靠偷，靠并购，还是搞不过完全自主。,,,10-13
从心开始c,算我倒霉,,,10-13
夜里挑灯看线,下午收盘70，月底能到60元，垃圾股是止不住下跌趋势的,,,10-13
股友1WT7023523,看看董小姐,,,10-13
GZH_稳定复利,发力啊，老登,,,10-13
富升股票财经,闻泰科技的安世半导被荷兰说冻结就冻结了，担心美的的库卡也会不会步其后尘，真担心！,,,10-13
哆啦A梦9,与华为战略合作，竟然没有一点水花。那些只有概念的伪科技反而大红,,,10-13
机智的卢佳芷,京东“双十一”于10月9日晚8点正式启动。统计数据显示，截至开售28小时，美的集,,,10-13
洋洋洒洒地晴雯,怎么会有芯片概念，这也太丢芯片脸了,,,10-13
As布,刚做完t5毛到手,,,10-13
股友93573UV201,业绩那么好你还跌你真是想让中国不好,,,10-13
独自在狂欢,美的收的库卡感觉也怕怕的,,,10-13
股友805100D5R1,你一个消费白马，搞毛线啊？,,,10-13
山人一个,破70在所难免,,,10-13
俊逸超凡的宋慈,下午翻红,,,10-13
勇攀高峰m,也不涨，也不护盘，天天开盘就是个绿，亏钱就算了，还占用资金，好烂,,,10-13
一米六八真男人,亏的最多的一个,,,10-13
