date,Y,ET,date_raw,DR007（无风险利率）,M2(货币供应量）,制造业PMI（制造业价格水平）,沪深300指数（市场收益率水平）,换手率:沪深300指数（市场波动情况）,标准普尔500指数（全球市场价格水平）,premium,mom_1w,OI,D_total_norm
2025-09-23,0.0,-0.0700777159806984,20250923.0,-0.5595460761391753,1.1738854166025792,1.33633904918487,1.0131212144975072,0.6629834390452315,1.0435170312059112,-0.1131,-2.2282,-0.942980736833268,0.1560111712678777
2025-09-24,-12.834496423863092,-0.1475226434409769,20250924.0,0.737663145157739,1.1738854166025792,1.33633904918487,1.1627991982704455,0.1874256979579351,0.9854631824023816,-0.1657,-0.7131,-1.3290480073425517,0.1085992459754509
2025-09-25,12.868037810793286,-0.2176663074819468,20250925.0,0.9164676594446094,1.1738854166025792,1.33633904918487,1.251461335126224,0.3300930202841236,0.8836008883275863,0.2396,3.0339,-1.0259779590379654,0.2944973022878298
2025-09-26,13.863648409599856,-0.1739250042285983,20250926.0,0.093733162333776,1.1738854166025792,1.33633904918487,1.110998781332826,0.044758375631746,1.0030171957873,0.1832,-1.1649,-0.8847038779088462,0.3237940312444082
2025-09-29,0.0,-0.0336524555433532,20250929.0,0.7481810577628479,1.1738854166025792,1.33633904918487,1.337342675567125,0.9958738578063387,1.0566595647872907,0.1826,0.2467,-0.7383854757688678,0.1204402668113548
2025-09-30,0.0,-0.0072593600827798,20250930.0,-1.0012984055538008,1.1738854166025792,1.33633904918487,1.4040817895242077,0.6154276649365018,1.1401406930140028,0.221,2.4083,-1.1262425114139665,0.0866791344765682
2025-10-09,13.52685575256116,0.1766380528798629,20251009.0,-0.1867445071358273,1.100253172209219,-1.661468962182454,1.6265131678724565,2.0421008881983918,1.28305425748285,0.2727,-1.6256,-1.0762484495798634,0.0022571307778725
2025-10-10,13.507557040186311,0.0759338216364858,20251010.0,-1.173090978103932,1.100253172209219,-1.661468962182454,1.3269308564323463,1.661654695328554,0.7236541101728472,-0.0991,-4.4192,-1.0435717405195215,-9.063680332664842e-19
2025-10-13,13.863648409599856,-0.1592794531766496,20251013.0,-0.8622282277751223,1.100253172209219,-1.661468962182454,1.2530457423858634,1.5665431471110949,1.0367772703949478,0.0922,-5.8633,-0.965404785092769,0.0406750002809688
2025-10-14,-12.785084531080958,0.0219863918548337,20251014.0,-1.073755136833448,1.100253172209219,-1.661468962182454,1.075462789938042,2.422547081068228,1.0048859476485237,0.1621,-7.5047,-0.798231980241556,0.2663402761503166
2025-10-15,13.863648409599856,0.0788913032909842,20251015.0,-1.2420417385152096,1.100253172209219,-1.661468962182454,1.2928499329290677,1.1385411801325278,1.086835312054562,-0.0169,-6.6288,-1.1269204195785107,0.1916812808885532
2025-10-16,0.0,0.2019459814660441,20251016.0,-1.1777656059284247,1.100253172209219,-1.661468962182454,1.3320720963156687,0.6154276649365018,0.9581977863943896,0.1718,-6.626,-0.7250130282048639,0.1379502716380013
2025-10-17,0.0,0.2776422302122335,20251017.0,-1.3413775797856935,1.100253172209219,-1.661468962182454,0.9951753771689302,0.7105392131539612,1.0652374421830637,-0.1054,-6.0271,-0.712444153355773,0.0992808340844867
2025-10-20,0.0,0.297655520222703,20251020.0,-1.0527193116232276,1.100253172209219,-1.661468962182454,1.07274666320723,0.1874256979579351,1.2831155280356783,0.1217,-3.546,-0.4211453375496741,0.0509632438886771
2025-10-21,-12.759398571981054,0.3643286159660393,20251021.0,-0.9346849590547696,1.100253172209219,-1.661468962182454,1.297958837970356,0.1398699238492054,1.2837895041167755,0.1288,-0.6484,-0.4569579127980158,0.0366775164763444
2025-10-22,0.0,0.2459296452449004,20251022.0,-1.0585625964038436,1.100253172209219,-1.661468962182454,1.2484865296591443,-0.2881320431293618,1.1736556854103402,-0.0344,-1.7579,0.1726204765392555,0.2121432847712454
2025-10-23,0.0,0.0671783543078519,20251023.0,-1.1286820137712446,1.100253172209219,-1.661468962182454,1.2930116071392357,-0.097908946694443,1.293255804528536,-0.0684,0.4124,-0.5375038490770317,0.1692338892289503
2025-10-24,0.0,0.0483081755802661,20251024.0,-1.3121611558826105,1.100253172209219,-1.661468962182454,1.468719138749119,0.044758375631746,1.4563886514302762,0.017,3.2156,-0.4619057043638092,0.1217952054643395
2025-10-27,0.0,-0.2256224193044316,20251027.0,0.6839049251760658,1.100253172209219,-1.661468962182454,1.6476601545623493,0.8056507613714206,1.7121013036535302,0.3076,1.7208,-0.7191521101506795,0.2695366943387112
